CVE-2002-1238,peter sandvik simple web server earlier allow remote attacker bypass access restriction file via http request sequence multiple slash character http www example com file
CVE-2004-1878,linbox lin box allow remote attacker bypass authentication obtain sensitive information gain access via direct request admin user pl precede double lead slash
CVE-2005-1365,pico server pserv earlier allow remote attacker execute arbitrary command via url multiple lead slash character sequence
CVE-2000-1050,allaire jrun http servlet server allow remote attacker directly access web inf directory via url request contain extra begin request aka extra lead slash
CVE-2001-1072,apache mod rewrite enable unix system allow remote attacker bypass rewriterules insert extra slash character request path cause regular expression rewriterule fail
CVE-2004-0235,multiple directory traversal vulnerability lha allow remote attacker local user create arbitrary file via lha archive contain filename sequence absolute pathnames double lead slash absolute path
CVE-2002-1078,abyss web server allow remote attacker list directory content via http get request end large number slash character
CVE-2004-0847,microsoft net form authentication capability asp net allow remote attacker bypass authentication aspx file restrict directory via request contain backslash c encode backslash aka path validation vulnerability
CVE-2000-0004,zbserver pro allow remote attacker read source code executable file insert dot url
CVE-2002-0304,lil http server allow remote attacker read password protect file via http request
CVE-1999-1083,directory traversal vulnerability jana proxy web server allow remote attacker ready arbitrary file via dot dot attack
CVE-2004-0815,unix clean name function samba x x trim certain directory name absolute path could allow remote attacker bypass specify share restriction read write list arbitrary file via style sequence pathnames
CVE-2002-0112,etype eserv allow remote attacker view password protect file via url
CVE-2004-0696,shellexample cgi script webstar earlier allow remote attacker list arbitrary directory via url desire path asterisk character
CVE-2002-0433,pi web allow remote attacker view restrict file via http request contain wildcard asterisk character
CVE-2001-1152,baltimore technology websweeper use manage url blacklist allow remote attacker bypass blacklist restriction connect unauthorized web server modify request url include double slash subdir desire file parentdir url encode character
CVE-2000-0191,axis storpoint cd allow remote attacker access administrator url without authentication via dot dot attack
CVE-2005-1366,pico server pserv earlier allow remote attacker obtain source code cgi script via dirname cgi bin url
CVE-1999-0012,web server microsoft windows allow remote attacker bypass access restriction file long file name
CVE-2001-0795,perception liteserve allow remote attacker obtain source code cgi script via url contain ms do convention upper case letter file name
CVE-2005-0471,sun java jre x x write temporary file long filename become predictable file system use style short name allow remote attacker write arbitrary file know location facilitate exploitation vulnerability application rely unpredictable file name
CVE-1999-1386,perl earlier follow symbolic link run e option allow local user overwrite arbitrary file via symlink attack tmp perl eaxxxxx file
CVE-2000-1178,joe text editor follow symbolic link create rescue copy call deadjoe abnormal exit allow local user overwrite file user whose joe session crash
CVE-2004-0217,liveupdate capability liveupdate sh symantec antivirus scan engine red hat linux allow local user create append arbitrary file via symlink attack tmp liveupdate log
CVE-2003-0517,faxrunqd mgetty earlier allow local user overwrite file via symlink attack job file
CVE-2004-0689,kde properly handle certain symbolic link point stale location could allow local user create truncate arbitrary file
CVE-2005-1879,lutelwall earlier allow local user overwrite arbitrary file via symlink attack temporary file create system call wget
CVE-2005-1880,everybuddy earlier allow local user overwrite arbitrary file via symlink attack temporary file create system call wget
CVE-2005-1916,linki py ekg earlier allow local user overwrite create arbitrary file via symlink attack temporary file
CVE-2000-0972,hp ux crontab allow local user read arbitrary file via e option create symlink target file crontab session quit session read error message crontab generate
CVE-2005-0824,internal dump function mathopd p x b beta mathopd run n option allow local user overwrite arbitrary file via symlink attack dump file trigger sigwinch signal
CVE-2001-1494,script command util linux package n allow local user overwrite arbitrary file set hardlink typescript log file file system root execute script command
CVE-2002-0793,hard link possibly symbolic link follow vulnerability qnx rtos aka qnx allow local user overwrite arbitrary file via f argument monitor utility argument dumper c argument crttrap use watcom sample utility
CVE-2003-0578,cci dir ibm u universe earlier create hard link unlinks file root allow local user gain privilege delete overwrite arbitrary file
CVE-1999-0783,freebsd allow local user conduct denial service create hard link device special file file nfs file system
CVE-2004-1603,cpanel release follow hard link allow local user read arbitrary file via backup feature chown arbitrary file via htaccess file front page extension enable disable
CVE-2004-1901,portage r allow local user overwrite arbitrary file via hard link attack lockfiles
CVE-2005-1111,race condition cpio earlier allow local user modify permission arbitrary file via hard link attack file decompress whose permission change cpio decompression complete
CVE-2000-0342,eudora x allow remote attacker bypass user warning executable attachment exe com bat use lnk file refers attachment aka stealth attachment
CVE-2001-1042,transsoft broker allow remote attacker read arbitrary file directory upload lnk link file point target file
CVE-2001-1043,argosoft ftp server allow remote attacker read arbitrary file directory upload lnk link file point target file
CVE-2005-0587,firefox mozilla allow remote malicious web sit overwrite arbitrary file trick user download lnk link file twice overwrite file reference first lnk file
CVE-2001-1386,wftpd allow remote attacker read arbitrary file upload link file end lnk extension bypass wftpd check lnk extension
CVE-2003-1233,pedestal software integrity protection driver ipd earlier allow privilege attacker rootkits bypass file access restriction windows kernel use ntcreatesymboliclinkobject function create symbolic link device physicalmemory drive letter use subst command
CVE-2002-0725,ntfs file system windows nt windows sp allow local attacker hide file usage activity via hard link target file cause link record audit trail instead target file
CVE-2003-0844,mod gzip earlier possibly later official version run debug mode without apache log allow local user overwrite arbitrary file via symlink attack predictable temporary filename unix system ntfs hard link windows system strengthen default permission internal system object policy enable
CVE-2008-5748,directory traversal vulnerability plugins spaw dialog dialog php bloofoxcms allow remote attacker read arbitrary file via lang theme module parameter
CVE-2008-5764,php remote file inclusion vulnerability calendar php worksimple register globals enable allow remote attacker execute arbitrary php code via url lang parameter
CVE-2020-10987,goform setusbunload endpoint tenda ac ac version allow remote attacker execute arbitrary system command via devicename post parameter
CVE-2020-10221,lib ajaxhandlers ajaxaddtemplate php rconfig allow remote attacker execute arbitrary os command via shell metacharacters filename post parameter
CVE-2020-9054,multiple zyxel network attach storage nas device run firmware version contain pre authentication command injection vulnerability may allow remote unauthenticated attacker execute arbitrary code vulnerable device zyxel nas device achieve authentication use weblogin cgi cgi executable program fail properly sanitize username parameter pass username parameter contain certain character allow command injection privilege web server run zyxel device although web server run root user zyxel device include setuid utility leveraged run command root privilege assume exploitation vulnerability lead remote code execution root privilege send specially craft http post get request vulnerable zyxel device remote unauthenticated attacker may able execute arbitrary code device may happen directly connect device directly expose attacker however way trigger craft request even attacker direct connectivity vulnerable device example simply visit website result compromise zyxel device reachable client system affect product include nas firmware v aazf c nas firmware v aasz c nas firmware v aatb c nas firmware v abag c zyxel make firmware update available nas nas nas nas device affect model end support nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa v
CVE-1999-0067,phf cgi program allow remote command execution shell metacharacters
CVE-2001-1246,php safe mode properly cleanse th parameter mail function allow local user possibly remote attacker execute arbitrary command via shell metacharacters
CVE-2002-0061,apache win x beta allow remote attacker execute arbitrary command via shell metacharacters pipe character provide argument batch bat cmd script send unfiltered shell interpreter typically cmd exe
CVE-2003-0041,kerberos ftp client allow remote ftp sit execute arbitrary code via pipe character filename retrieve client
CVE-2002-1898,terminal apple mac os x allow remote attacker execute arbitrary command via shell metacharacters telnet link execute terminal app window
CVE-2008-2575,cbrpager allow user assist remote attacker execute arbitrary command via shell metacharacters zip aka cbz rar aka cbr archive filename
CVE-2008-4304,general login php phpcollab rc earlier allow remote attacker execute arbitrary command via shell metacharacters unspecified input relate ssl client cert environment variable note environment ssl client cert always base encode string value may impose constraint injection typical shell
CVE-2008-4796,httpsrequest function snoopy snoopy class php snoopy earlier use ampache libphp snoopy mahara mediamate opendb pixelpost possibly product allow remote attacker execute arbitrary command via shell metacharacters https url
CVE-2007-3572,incomplete blacklist vulnerability cgi bin rundiagnostics cgi web interface yoggie pico pico pro allow remote attacker execute arbitrary command via shell metacharacters param parameter demonstrate url encode backtick character sequence
CVE-2012-1988,puppet x x puppet enterprise pe user x x x allow remote authenticate user agent ssl key file creation permission puppet master execute arbitrary command create file whose full pathname contain shell metacharacters perform filebucket request
CVE-2021-1879,issue address improved management object lifetimes issue fix io io ipados watchos process maliciously craft web content may lead universal cross site script apple aware report issue may actively exploit
CVE-2020-3580,multiple vulnerability web service interface cisco adaptive security appliance asa software cisco firepower threat defense ftd software could allow unauthenticated remote attacker conduct cross site script x attack user web service interface affect device vulnerability due insufficient validation user supply input web service interface affect device attacker could exploit vulnerability persuade user interface click craft link successful exploit could allow attacker execute arbitrary script code context interface allow attacker access sensitive browser base information note vulnerability affect specific anyconnect webvpn configuration information see vulnerable product section
CVE-2014-8958,multiple cross site script x vulnerability phpmyadmin x x x allow remote authenticate user inject arbitrary web script html via craft database table column name improperly handle render table browse page craft enum value improperly handle render table print view zoom search page craft pma fontsize cookie improperly handle render home page
CVE-2017-9764,cross site script x vulnerability metinfo allow remote attacker inject arbitrary web script html via client ip x forward http header include stat stat php para action
CVE-2014-5198,cross site script x vulnerability splunk web splunk enterprise x allow remote attacker inject arbitrary web script html via referer http header
CVE-2008-5080,awstats pl awstats earlier properly remove quote character allow remote attacker conduct cross site script x attack via query string parameter note issue exist incomplete fix cve
CVE-2006-4308,multiple cross site script x vulnerability blackboard learn system blackboard learn community portal suite blackboard vista allow remote attacker inject arbitrary javascript vbscript html via data vbscript malformed javascript uris various html tag post discussion board
CVE-2007-5727,incomplete blacklist vulnerability stripscripts function common php oneorzero helpdesk possibly version allow remote attacker conduct cross site script x attack inject arbitrary web script html via x sequence without script tag description parameter tcreate php tupdate php demonstrate use onmouseover event b tag
CVE-2008-5770,cross site script x vulnerability config make config php php weather allow remote attacker inject arbitrary web script html via path info
CVE-2008-4730,cross site script x vulnerability myid php phpmyid allow remote attacker inject arbitrary web script html via openid trust root parameter inconsistent openid return parameter properly handle error message
CVE-2008-5734,cross site script x vulnerability webmail pro icewarp software merak mail server allow remote attacker inject arbitrary web script html via img element html e mail message
CVE-2008-0971,multiple cross site script x vulnerability index cgi barracuda spam firewall bsf message archiver web filter im firewall load balancer allow remote attacker inject arbitrary web script html via policy name field search base retention policy message archiver unspecified parameter ip configuration administration journal account retention policy groupwise sync component message archiver input search operation web filter input use error message hide input element spam firewall b im firewall c web filter
CVE-2008-5249,cross site script x vulnerability mediawiki allow remote attacker inject arbitrary web script html via unspecified vector
CVE-2006-3568,multiple cross site script x vulnerability guestbook php fantastic guestbook possibly earlier version allow remote attacker inject arbitrary web script html via first name last name nickname parameter
CVE-2006-3211,cross site script x vulnerability sign php cjguestbook earlier allow remote attacker inject javascript code via javascript uri img bbcode tag comment parameter
CVE-2006-3295,cross site script x vulnerability header php open guestbook allow remote attacker inject arbitrary web script html via title parameter
CVE-1999-0113,implementation rlogin allow root access give froot parameter
CVE-2001-0150,internet explorer earlier execute telnet session use command line argument specify web site could allow remote attacker execute arbitrary command ie client use telnet client provide service unix sfu create session transcript
CVE-2001-0667,internet explorer earlier use telnet client service unix sfu allow remote attacker execute command spawn telnet log file option command line write arbitrary code executable file later execute aka new variant telnet invocation vulnerability describe cve
CVE-2002-0985,argument injection vulnerability mail function php x may allow attacker bypass safe mode restriction modify command line argument mta e g sendmail th argument mail alter mta behavior possibly execute command
CVE-2003-0907,help support center microsoft windows xp sp properly validate hcp url allow remote attacker execute arbitrary code via quotation mark hcp url quote construct argument list helpctr exe
CVE-2004-0121,argument injection vulnerability microsoft outlook sufficiently filter parameter mailto url use argument call outlook exe allow remote attacker use script code local machine zone execute arbitrary program
CVE-2004-0473,argument injection vulnerability opera properly filter character begin hostname telnet uri allow remote attacker insert option result command line overwrite arbitrary file via f option windows xp n option linux
CVE-2004-0480,argument injection vulnerability ibm lotus note allow remote attacker execute arbitrary code via note uri use unc network share pathname provide alternate note ini configuration file note exe
CVE-2004-0489,argument injection vulnerability ssh uri handler safari mac os earlier allow remote attacker execute arbitrary code via proxycommand option conduct port forward via r option
CVE-2004-0411,uri handler konqueror kde earlier properly filter character begin hostname telnet rlogin ssh mailto uri allow remote attacker manipulate option pass associate program possibly read arbitrary file execute arbitrary code
CVE-2005-4699,argument injection vulnerability tellme earlier allow remote attacker modify command line argument whois program obtain sensitive information via style option q host parameter
CVE-2006-1865,argument injection vulnerability beagle allow attacker execute arbitrary command via craft filename inject command line argument beagle launch external helper application index
CVE-2006-2056,argument injection vulnerability internet explorer windows xp sp allow user assist remote attacker modify command line argument invoke mail client via double quote character mailto scheme handler demonstrate launch microsoft outlook arbitrary filename attachment note clear whether issue implementation specific problem microsoft api
CVE-2006-2057,argument injection vulnerability mozilla firefox allow user assist remote attacker modify command line argument invoke mail client via double quote character mailto scheme handler demonstrate launch microsoft outlook arbitrary filename attachment note clear whether issue implementation specific problem microsoft api
CVE-2006-2058,argument injection vulnerability avant browser build allow user assist remote attacker modify command line argument invoke mail client via double quote character mailto scheme handler demonstrate launch microsoft outlook arbitrary filename attachment note clear whether issue implementation specific problem microsoft api
CVE-2006-2312,argument injection vulnerability uri handler skype windows allow remote authorize attacker download arbitrary file via url contain certain command line switch
CVE-2006-3015,argument injection vulnerability winscp build allow remote attacker upload download arbitrary file via encode space double quote character scp sftp uri
CVE-2006-4692,argument injection vulnerability windows object packager packager exe microsoft windows xp sp sp server sp earlier allow remote user assist attacker execute arbitrary command via craft file slash character filename command line property follow valid file extension cause command slash execute aka object packager dialogue spoof vulnerability
CVE-2006-6597,argument injection vulnerability hyperaccess allow user assist remote attacker execute arbitrary vbscript command via r option telnet uri configure use hawin exe
CVE-2007-0882,argument injection vulnerability telnet daemon telnetd solaris sunos misinterprets certain client f sequence valid request login program skip authentication allow remote attacker log certain account demonstrate bin account
CVE-2001-1246,php safe mode properly cleanse th parameter mail function allow local user possibly remote attacker execute arbitrary command via shell metacharacters
CVE-2019-13475,mobaxterm mobaxterm uri handler argument injection vulnerability allow remote attacker execute arbitrary command user visit specially craft url base available command line argument software one simply inject exec execute arbitrary command additional argument hideterm exitwhendone payload make attack le visible
CVE-2016-10033,mailsend function ismail transport phpmailer might allow remote attacker pass extra parameter mail command consequently execute arbitrary code via backslash double quote craft sender property
CVE-2021-42258,bqe billquick web suite allow sql injection unauthenticated remote code execution exploit wild october ransomware installation sql injection example use txtid aka username parameter successful exploitation include ability execute arbitrary code mssqlserver via xp cmdshell
CVE-2021-27101,accellion fta earlier affect sql injection via craft host header request document root html fix version fta later
CVE-2020-12271,sql injection issue find sfos sophos xg firewall device exploit wild april affect device configure either administration https service user portal expose wan zone successful attack may cause remote code execution exfiltrated usernames hash password local device admin portal admins user account use remote access external active directory ldap password
CVE-2004-0366,sql injection vulnerability libpam pgsql library allow attacker execute arbitrary sql statement
CVE-2008-2790,sql injection vulnerability detail php mountaingrafix easytrade x allow remote attacker execute arbitrary sql command via id parameter
CVE-2008-2223,sql injection vulnerability group post php vshare youtube clone allow remote attacker execute arbitrary sql command via tid parameter
CVE-2007-6602,sql injection vulnerability app model identity php noserub earlier allow remote attacker execute arbitrary sql command via username field login script
CVE-2008-5817,multiple sql injection vulnerability index php web scribble solution webclassifieds allow remote attacker execute arbitrary sql command via user password field sign action
CVE-2003-0377,sql injection vulnerability web base administration interface iisprotect r possibly earlier version allow remote attacker insert arbitrary sql execute code via certain variable demonstrate use groupname variable siteadmin asp
CVE-2008-2380,sql injection vulnerability authpgsqllib c courier authlib non latin locale postgres database use allow remote attacker execute arbitrary sql command via query parameter contain apostrophe
CVE-2017-11508,securitycenter version contain sql injection vulnerability could exploit authenticate user sufficient privilege run diagnostic scan attacker could exploit vulnerability enter craft sql query password field diagnostic scan within securitycenter successful exploitation vulnerability could allow attacker gain unauthorized access
CVE-2005-2301,powerdns run ldap backend properly escape ldap query allow remote attacker cause denial service failure answer ldap question possibly conduct ldap injection attack
CVE-2002-1771,matt wright formmail earlier allow remote attacker send spam anonymous e mail inject newline character follow cc bcc additional field email realname cgi variable
CVE-2002-1783,crlf injection vulnerability php allow url fopen enable allow remote attacker modify http header outgo request cause crlf sequence inject argument pass fopen file function
CVE-2004-1513,webserver adequately filter data write log file could allow remote attacker inject carriage return character log file spoof log entry
CVE-2006-4624,crlf injection vulnerability utils py mailman rc allow remote attacker spoof message error log possibly trick administrator visit malicious url via crlf sequence uri
CVE-2005-1951,multiple http response split vulnerability oscommerce milestone earlier allow remote attacker spoof web content poison web cache via hex encode crlf sequence product id pid parameter index php goto parameter banner php
CVE-2004-1687,crlf injection vulnerability asp snitz forums allow remote attacker perform http response split attack modify expect html content server via location parameter
CVE-2021-22204,improper neutralization user data djvu file format exiftool version allow arbitrary code execution parse malicious image
CVE-2020-8218,code injection vulnerability exist pulse connect secure r allow attacker craft uri perform arbitrary code execution via admin web interface
CVE-2008-5071,multiple eval injection vulnerability itpm estimate php yoxel beta earlier allow remote authenticate user execute arbitrary php code via proj id parameter
CVE-2002-1750,csguestbook cgi cgiscript net csguestbook allow remote attacker execute arbitrary perl code via setup parameter process perl eval function
CVE-2008-5305,eval injection vulnerability twiki allow remote attacker execute arbitrary perl code via search variable
CVE-2002-1752,cschatrbox cgi cgiscript net cschat r box allow remote attacker execute arbitrary perl code via setup parameter process perl eval function
CVE-2002-1753,csnewspro cgi cgiscript net csnews professional csnewspro allow remote attacker execute arbitrary perl code via setup parameter process perl eval function
CVE-2005-1527,eval injection vulnerability awstats pl awstats earlier urlplugin enable allow remote attacker execute arbitrary perl code via http referrer use url parameter insert eval function call
CVE-2005-2837,multiple eval injection vulnerability plainblack software webgui allow remote attacker execute arbitrary perl code via help pm international pm webgui pm
CVE-2005-1921,eval injection vulnerability pear xml rpc earlier aka xml rpc xmlrpc phpxmlrpc aka xml rpc php php xmlrpc earlier use product wordpress serendipity drupal egroupware mailwatch tikiwiki phpwebsite ampache others allow remote attacker execute arbitrary php code via xml file properly sanitize use eval statement
CVE-2005-2498,eval injection vulnerability phpxmlrpc earlier pear xml rpc php use multiple product include drupal phpadsnew phppgads phpgroupware allow remote attacker execute arbitrary php code via certain nest xml tag php document nest inject eval function call different vulnerability cve
CVE-2005-3302,eval injection vulnerability bvh import py blender allow attacker execute arbitrary python code via hierarchy element bvh file supply eval function call
CVE-2007-1253,eval injection vulnerability kmz importwithmesh py script blender h use b blender allow user assist remote attacker execute arbitrary python code import craft kml kmz file
CVE-2001-1471,prefs php phpbb earlier allow remote authenticate user execute arbitrary php code via invalid language value prevent variable l statsblock prefs php l privnotify auth php properly initialize modify user later use eval statement
CVE-2002-0495,cssearch cgi cssearch earlier allow remote attacker execute arbitrary perl code via savesetup command setup parameter overwrite setup cgi configuration file load cssearch cgi
CVE-2005-1876,direct code injection vulnerability cutenews earlier allow remote attacker administrative privilege execute arbitrary php code via certain input inject template tpl file
CVE-2005-1894,direct code injection vulnerability flatnuke allow remote attacker execute arbitrary php code place code referer header http request cause code inject referer php access attacker
CVE-2003-0395,ultimate php board upb allow remote attacker execute arbitrary php code upb administrator privilege via http request contain code user agent header execute administrator execute admin iplog php
CVE-2002-0495,cssearch cgi cssearch earlier allow remote attacker execute arbitrary perl code via savesetup command setup parameter overwrite setup cgi configuration file load cssearch cgi
CVE-2005-1876,direct code injection vulnerability cutenews earlier allow remote attacker administrative privilege execute arbitrary php code via certain input inject template tpl file
CVE-2005-1894,direct code injection vulnerability flatnuke allow remote attacker execute arbitrary php code place code referer header http request cause code inject referer php access attacker
CVE-2003-0395,ultimate php board upb allow remote attacker execute arbitrary php code upb administrator privilege via http request contain code user agent header execute administrator execute admin iplog php
CVE-2007-6652,cpie php xcms earlier send redirect web browser exit allow remote attacker conduct direct static code injection attack execute arbitrary code via testo parameter cpie admin action index php write dati generali footer dtb aka xcms footer
CVE-2005-2225,microsoft msn messenger allow remote attacker cause denial service via plaintext message contain pif string interpret malicious file extension cause user kick group conversation note report gaim also affect may issue protocol msn server
CVE-2001-0003,web extender client wec microsoft office windows windows properly process internet explorer security setting ntlm authentication allow attacker obtain ntlm credential possibly obtain password aka web client ntlm authentication vulnerability
CVE-2006-4624,crlf injection vulnerability utils py mailman rc allow remote attacker spoof message error log possibly trick administrator visit malicious url via crlf sequence uri
CVE-2000-1094,buffer overflow aol instant messenger aim allow remote attacker execute arbitrary command via buddyicon command long src argument
CVE-1999-0046,buffer overflow rlogin program use term environmental variable
